id,fare_amount
0,9.104000000000001
1,8.803000000000008
2,5.640999999999999
3,8.885999999999997
4,13.989999999999998
5,8.132000000000005
6,5.2719999999999985
7,54.8382
8,11.853999999999996
9,6.657000000000002
10,9.287999999999995
11,14.779799999999996
12,4.962
13,7.848000000000001
14,8.743000000000002
15,12.202999999999996
16,5.482000000000002
17,9.245999999999999
18,5.4830000000000005
19,5.788999999999999
20,7.747999999999998
21,7.844999999999999
22,6.829999999999999
23,9.525
24,15.943
25,6.109
26,25.74799999999998
27,21.414999999999992
28,6.226000000000003
29,12.369000000000002
30,9.76
31,5.828999999999999
32,5.285
33,9.394
34,8.977999999999996
35,6.398
36,5.711000000000002
37,5.449999999999999
38,8.519000000000004
39,5.077000000000001
40,17.784999999999997
41,9.585
42,17.05700000000001
43,9.71
44,5.512000000000003
45,10.310000000000002
46,5.704000000000002
47,7.089999999999999
48,5.360999999999999
49,6.440000000000001
50,9.852000000000002
51,13.593999999999994
52,18.236000000000008
53,5.394999999999999
54,7.539
55,12.721999999999998
56,10.189999999999998
57,10.740999999999994
58,11.735
59,12.085999999999999
60,8.091000000000001
61,9.135000000000002
62,5.9583
63,5.444
64,6.297999999999998
65,6.325
66,8.690000000000005
67,5.794999999999999
68,4.8679999999999986
69,14.482999999999999
70,5.8409999999999975
71,6.431999999999999
72,9.218999999999998
73,6.258000000000003
74,9.138
75,12.391999999999996
76,43.84700000000001
77,5.618
78,5.615999999999997
79,4.591
80,7.280000000000005
81,5.276999999999998
82,7.280999999999999
83,9.249
84,17.803
85,4.462999999999997
86,7.485299999999999
87,6.028
88,13.675999999999998
89,8.908999999999999
90,9.222000000000001
91,9.384999999999998
92,6.085999999999998
93,6.309999999999999
94,12.612999999999998
95,13.407000000000004
96,12.961000000000002
97,12.376
98,8.052000000000003
99,11.376999999999995
100,12.182
101,10.473999999999998
102,48.769900000000014
103,7.601400000000002
104,4.8100000000000005
105,6.018000000000001
106,10.728
107,9.262
108,10.421999999999999
109,36.29129999999997
110,22.935000000000006
111,17.959
112,9.502999999999997
113,11.472999999999997
114,5.751
115,5.895999999999997
116,23.18699999999999
117,8.136000000000001
118,8.082999999999995
119,10.704
120,10.652999999999993
121,5.791000000000002
122,8.915999999999999
123,7.09
124,6.712
125,6.182
126,8.017999999999997
127,10.213
128,7.007999999999999
129,17.65000000000001
130,5.453000000000002
131,4.553999999999999
132,5.973
133,6.188300000000002
134,6.537999999999999
135,5.904000000000002
136,10.185
137,8.302999999999995
138,18.898999999999997
139,7.909000000000004
140,4.964000000000001
141,9.023000000000001
142,7.269999999999999
143,5.069999999999998
144,7.2200000000000015
145,7.083999999999998
146,10.928999999999995
147,9.081
148,7.698
149,6.744999999999999
150,8.882000000000005
151,8.274999999999999
152,7.413999999999998
153,5.240000000000001
154,11.642000000000007
155,7.060000000000001
156,8.082999999999998
157,17.871000000000002
158,10.734399999999996
159,7.3180000000000005
160,11.459000000000005
161,7.008000000000002
162,33.883199999999974
163,18.640999999999995
164,5.703000000000003
165,8.725
166,4.837999999999998
167,23.47919999999999
168,5.802999999999997
169,7.876000000000001
170,8.397999999999998
171,8.788
172,19.59299999999999
173,6.808000000000001
174,6.481999999999998
175,9.958999999999996
176,6.745000000000001
177,7.352
178,23.102299999999996
179,7.803999999999995
180,18.084999999999997
181,7.522999999999996
182,15.946999999999994
183,8.192
184,9.535
185,7.909999999999997
186,7.188
187,10.752999999999997
188,50.739800000000024
189,8.437
190,8.576
191,8.560000000000004
192,5.847000000000004
193,5.222
194,6.669999999999998
195,9.854000000000005
196,6.897999999999996
197,10.963000000000001
198,6.145000000000001
199,8.978999999999997
200,9.100000000000001
201,9.423999999999998
202,5.048000000000001
203,8.405999999999999
204,6.2150000000000025
205,5.901000000000002
206,9.9053
207,9.3
208,9.120000000000003
209,20.314
210,5.529
211,13.43500000000001
212,13.255000000000006
213,7.1339999999999995
214,13.335299999999993
215,6.879000000000001
216,11.611
217,15.174999999999988
218,15.014999999999995
219,5.718999999999997
220,12.696
221,6.4347
222,11.623
223,30.594599999999993
224,10.953000000000005
225,7.995999999999998
226,7.434999999999999
227,7.771999999999997
228,5.784
229,7.525999999999997
230,7.788999999999998
231,8.675000000000004
232,8.429000000000006
233,20.732300000000006
234,12.328999999999999
235,5.8900000000000015
236,8.070999999999996
237,9.604999999999995
238,13.076
239,13.029999999999998
240,11.059000000000001
241,9.035999999999998
242,6.172999999999997
243,7.807999999999998
244,9.164
245,13.034999999999998
246,9.498000000000001
247,32.96729999999998
248,47.62709999999999
249,7.781999999999997
250,10.193999999999999
251,28.406199999999995
252,20.15299999999999
253,11.729999999999997
254,18.589000000000002
255,16.013
256,9.057999999999996
257,16.299999999999997
258,8.714300000000005
259,21.6547
260,59.4446
261,15.729000000000006
262,29.434400000000004
263,18.7683
264,16.327000000000005
265,8.616999999999999
266,19.147000000000002
267,21.000199999999992
268,50.90590000000001
269,8.662
270,5.303
271,5.331999999999998
272,9.528999999999998
273,11.139000000000003
274,10.855
275,6.3679999999999986
276,7.398000000000001
277,15.05599999999999
278,6.803
279,23.465999999999994
280,9.856999999999994
281,21.276
282,5.460999999999998
283,22.241299999999992
284,12.034999999999998
285,11.734999999999996
286,9.485999999999997
287,9.059999999999997
288,7.110000000000001
289,6.160000000000001
290,14.535
291,8.732999999999997
292,7.264999999999998
293,7.230999999999999
294,10.433000000000002
295,4.676000000000002
296,7.55
297,5.255700000000003
298,30.656899999999993
299,6.071999999999999
300,8.788
301,50.76280000000001
302,10.180000000000005
303,39.08989999999998
304,6.592999999999998
305,7.697799999999998
306,9.311000000000005
